supplier_id,supplier_name,supplier_type,city,state,contact_person,phone,email,rating,lead_time_days,payment_terms_days,defect_rate_percent,on_time_delivery_percent
335,Balasubramanian and Sons Pvt Ltd,Importer,New Delhi,Delhi,Eta Kadakia,832867970,nachiketlal@prabhakar-ramakrishnan.biz,4.7,11,60,0.83,84.48
336,"Ramachandran, Kari and Kata Pvt Ltd",Manufacturer,New Delhi,Delhi,Abeer Nath,74333299,sudikshaborde@minhas-chakraborty.com,3.9,10,45,2.73,85
337,Chawla-Bhagat Pvt Ltd,Importer,Surat,Gujarat,Atharv Dugar,7974515714,alal@shetty-hayre.com,4.9,10,15,0.7,95.35
338,Kothari-Mand Pvt Ltd,Importer,Bhopal,Madhya Pradesh,Meera Srivastava,762535102,deoatharv@sidhu.com,4.7,4,30,1.2,94.66
339,Oza Ltd Pvt Ltd,Local Vendor,New Delhi,Delhi,Ladli Sundaram,1112556896,aradhanashetty@chhabra.com,2.9,12,45,2.86,88.68
340,Goswami PLC Pvt Ltd,Local Vendor,Bengaluru,Karnataka,Wahab Nadkarni,3438751546,hayremahika@kale.com,3.8,6,45,2.1,90.69
341,"Bhardwaj, Vaidya and Dhar Pvt Ltd",Manufacturer,Lucknow,Uttar Pradesh,Samarth More,6011875514,chatresh50@sangha-mannan.com,4.3,9,45,3.84,96.16
342,"Mallick, Babu and Lad Pvt Ltd",Local Vendor,Bhopal,Madhya Pradesh,Mitali Bail,8616047975,wmodi@dhingra-varty.com,4.6,9,45,1.52,87.05
343,Garg-Sood Pvt Ltd,Local Vendor,Hyderabad,Telangana,Tejas Mangal,8801189882,mannayaan@apte.com,4.5,12,15,0.3,93.15
344,"Dar, Zachariah and Sachar Pvt Ltd",Manufacturer,Jaipur,Rajasthan,Deepa Kari,6608589580,samarth79@thakkar.com,4.8,4,60,2.11,99.65
345,"Goda, Dutt and Sethi Pvt Ltd",Distributor,Bhopal,Madhya Pradesh,Wahab Dhingra,9445169068,ubala@pant-konda.com,4.7,6,30,3.95,97.6
346,Dixit Ltd Pvt Ltd,Importer,Mysuru,Karnataka,Girindra Dutt,76979556,zinal71@yadav.com,2.7,12,30,0.33,93.14
347,Joshi-Vohra Pvt Ltd,Manufacturer,New Delhi,Delhi,Bhavya Misra,3478659487,charlesnarang@prabhakar-sarraf.net,4.3,2,30,2.2,84.36
348,Gokhale-Narayan Pvt Ltd,Manufacturer,New Delhi,Delhi,Adya Saxena,4823339612,vasaadvaith@salvi-ben.com,2.5,7,15,4.45,89.52
349,Chowdhury-Parikh Pvt Ltd,Manufacturer,Coimbatore,Tamil Nadu,Ayushman Borra,6654604034,uvaidya@karpe.info,3.1,3,15,0.55,88.54
350,Singhal-Chaudhuri Pvt Ltd,Local Vendor,Ahmedabad,Gujarat,Guneet Deol,8026018512,upma25@borah-korpal.info,4.4,14,30,2.92,94.05
351,Sangha-Sawhney Pvt Ltd,Distributor,Bengaluru,Karnataka,Bachittar Amble,9811508470,chaitanya64@bahl.com,3.6,13,30,2.86,84.69
352,Dugar-Jani Pvt Ltd,Distributor,Indore,Madhya Pradesh,Dayamai Char,9198210649,abeer30@mohan.com,2.7,3,30,3.41,92.49
353,Zacharia-Ravi Pvt Ltd,Local Vendor,Indore,Madhya Pradesh,Rehaan Thakur,6937033725,balakrishnanvasana@balasubramanian.biz,3.3,4,30,1.32,83.5
354,Bajaj-Khurana Pvt Ltd,Manufacturer,Hyderabad,Telangana,Saanvi Om,8836338675,vanyawalia@malhotra.com,4.6,12,45,1,92.8
355,Mutti PLC Pvt Ltd,Importer,New Delhi,Delhi,Udant Mani,1868368622,wravel@srinivas.com,4.1,14,30,2.28,84.01
356,"Arora, Chand and Sunder Pvt Ltd",Manufacturer,Jaipur,Rajasthan,Nilima Dua,7257512437,jsidhu@dey.com,5,7,30,1.8,96.93
357,Sarraf PLC Pvt Ltd,Distributor,Indore,Madhya Pradesh,Tarak Sarraf,5922497454,raukai@bobal.info,4.4,14,15,0.17,83.2
358,Saha Group Pvt Ltd,Manufacturer,Ahmedabad,Gujarat,Nitesh Balay,6274890942,bprasad@chand-jhaveri.info,4.8,14,60,2.33,93.19
359,"Dixit, Palla and Chand Pvt Ltd",Local Vendor,Hyderabad,Telangana,Amol Date,2353017076,onveerdugar@das.com,4.3,3,30,1.32,87.52
360,Narayanan-Narula Pvt Ltd,Distributor,Hyderabad,Telangana,Nitara Mitter,4089422418,contractorhemani@memon.com,3.8,8,15,1.46,89.79
361,Nair Ltd Pvt Ltd,Distributor,New Delhi,Delhi,Ekbal Master,3604706796,koak@saha.com,2.7,8,15,2.09,92.84
362,"Edwin, Bhagat and Nath Pvt Ltd",Manufacturer,Ahmedabad,Gujarat,Vrishti Suresh,8399675940,anmol60@wable.org,2.5,4,15,0.82,98.96
363,"Luthra, Pandya and Sur Pvt Ltd",Distributor,Hyderabad,Telangana,Kabir Gour,6832848798,aarav24@nazareth-shah.com,3.4,13,45,3.32,84.1
364,"Menon, Karan and Dada Pvt Ltd",Local Vendor,Pune,Maharashtra,Radha Bera,3331565765,padmanabhanbalendra@khosla.org,3.2,3,45,3.23,92.26
365,Mall-Khatri Pvt Ltd,Local Vendor,Mysuru,Karnataka,Harinakshi Bajwa,6564043378,dgole@sabharwal.org,3.8,2,60,3.88,84.97
366,Sodhi LLC Pvt Ltd,Manufacturer,Coimbatore,Tamil Nadu,Simon Shah,5748879190,ekapadbassi@subramaniam-vasa.net,4.7,12,15,1.1,91.06
367,Shankar-Baral Pvt Ltd,Distributor,Mumbai,Maharashtra,Yashawini Zachariah,9285889014,divya42@bhatti.info,2.6,7,60,4.15,85.19
368,"Parsa, Oak and Buch Pvt Ltd",Local Vendor,Nagpur,Maharashtra,Siya Raju,4058145613,vinaya05@ravi.biz,3.1,5,60,4.13,87.69
369,D’Alia Group Pvt Ltd,Manufacturer,Mysuru,Karnataka,Niharika Shenoy,3725714657,kakaratharv@nanda-bhardwaj.com,3.8,2,30,1.08,91.18
370,Krishnan LLC Pvt Ltd,Manufacturer,Pune,Maharashtra,Divya Venkataraman,2518064223,chaaya64@comar.com,4.7,6,45,1.54,91.85
371,Halder PLC Pvt Ltd,Distributor,Pune,Maharashtra,Nitara Balan,6922029804,sanyamall@ram.com,3.2,14,45,3.35,86.32
372,Sekhon PLC Pvt Ltd,Distributor,Kolkata,West Bengal,Gayathri Nori,900531226,qabilpatil@shenoy.com,4.3,10,30,0.76,98.6
373,Soman Ltd Pvt Ltd,Importer,Mumbai,Maharashtra,Banjeet Patil,7427489927,yashasvi30@choudhary-srivastava.com,4.1,13,15,4.28,82.03
374,Palla-Mane Pvt Ltd,Manufacturer,Indore,Madhya Pradesh,Warda Garg,4717839574,bavaaadi@sule.biz,3,5,60,2.26,83.07
375,Iyengar-Deep Pvt Ltd,Manufacturer,Coimbatore,Tamil Nadu,Lopa Singh,1568366537,kala66@mahal-sahota.com,2.6,5,60,3.18,88.63
376,Wali Inc Pvt Ltd,Distributor,Bengaluru,Karnataka,Max Raj,7874042195,sarkarqabil@narula.com,4.1,8,15,2.7,83.11
377,Sehgal and Sons Pvt Ltd,Importer,Chennai,Tamil Nadu,Rudra Naik,1782243156,ojasviram@chad.net,3.2,7,60,3.18,95.09
378,Shanker-Chaudhry Pvt Ltd,Importer,Kolkata,West Bengal,Ayush Ramesh,5474800462,krishna48@tiwari-dhingra.biz,3.1,5,30,3.53,92.41
379,Anand-Buch Pvt Ltd,Distributor,Chennai,Tamil Nadu,Udant Nanda,2513396090,yvarkey@bora.com,3.6,7,60,0.63,88.38
380,Mani LLC Pvt Ltd,Importer,New Delhi,Delhi,Sai Varughese,3591562460,upurohit@dutt-dara.com,3.7,3,15,0.79,94.21
381,"Jhaveri, Deo and Lanka Pvt Ltd",Distributor,Lucknow,Uttar Pradesh,Darsh Shetty,9940115419,diptakrishna@konda.net,4.6,7,30,0.5,86.42
382,"Palla, Apte and Karan Pvt Ltd",Manufacturer,Kolkata,West Bengal,Bhavika Gupta,4019509415,karaishaan@radhakrishnan-randhawa.com,4.2,6,30,0.24,89.2
383,Batta Ltd Pvt Ltd,Manufacturer,Jaipur,Rajasthan,Hiral Pall,8632880802,jvaidya@morar.org,3.7,14,30,0.63,83.1
384,Pingle Group Pvt Ltd,Distributor,New Delhi,Delhi,Indrajit Kumer,7836618929,mahika17@bal-krishna.com,4.6,7,15,2.66,86.61
385,Buch-Bajwa Pvt Ltd,Manufacturer,Bengaluru,Karnataka,Daniel Jani,1541691713,dugarpranav@varkey-rastogi.info,3,12,60,3.66,83.64
386,"Dhillon, Sahota and Wali Pvt Ltd",Manufacturer,Kolkata,West Bengal,Aarnav Amble,9497607196,neha86@garde-kalla.info,4.9,2,30,4.17,89.71
387,"Vala, Jain and Bal Pvt Ltd",Manufacturer,Indore,Madhya Pradesh,George Bora,6737839980,raagini85@ratta.org,3.5,8,30,1.66,98.17
388,Luthra and Sons Pvt Ltd,Local Vendor,Surat,Gujarat,Nidra Ranganathan,3617752517,awali@saran-parikh.com,4.7,2,30,2.95,90.88
389,Thakur LLC Pvt Ltd,Manufacturer,Hyderabad,Telangana,Chandran Salvi,9421068581,venkateshinaya@narula.com,2.7,8,30,1.94,93.44
390,Rao-Doshi Pvt Ltd,Manufacturer,Hyderabad,Telangana,Devansh Ratti,4893023872,ssheth@venkataraman.com,5,14,45,2.21,95.91
391,Venkatesh-Chad Pvt Ltd,Local Vendor,Kolkata,West Bengal,Gaurika Bhatnagar,2318668748,praneeljani@dada.biz,3.2,2,45,2.73,82.52
392,Kohli LLC Pvt Ltd,Local Vendor,Ahmedabad,Gujarat,Veda Deol,2908768703,magarazad@dhaliwal.com,3.8,14,30,4.39,83.78
393,"Anand, Rana and Bhardwaj Pvt Ltd",Manufacturer,New Delhi,Delhi,Andrew Dugar,2824154814,gaurangidube@lata-wadhwa.net,4.4,5,60,1.66,96.94
394,Ram-Bobal Pvt Ltd,Distributor,Chennai,Tamil Nadu,Rajeshri Mangat,1477336125,tpant@handa.com,4,14,45,4.12,82.5
395,Rao Ltd Pvt Ltd,Distributor,Kolkata,West Bengal,Ishanvi Nanda,4593752594,hbadal@mody.biz,4.6,14,60,2.49,85.12
396,Chahal Ltd Pvt Ltd,Manufacturer,Mumbai,Maharashtra,Abeer Acharya,9087287456,kaulanvi@barad.info,3.1,5,15,2.42,82.01
397,Tiwari-Das Pvt Ltd,Distributor,Lucknow,Uttar Pradesh,Ranbir Hora,1772119301,nimratmaster@garg-purohit.net,3.4,4,45,0.36,84.63
398,Dhawan Group Pvt Ltd,Importer,Chennai,Tamil Nadu,Ladli Dugal,4270422238,vdua@roy-mahajan.com,4.9,7,60,2.68,87.99
399,Dave-Mittal Pvt Ltd,Distributor,Kolkata,West Bengal,Hitesh Bala,2147709249,ukrishnamurthy@dubey.com,4.3,8,60,2.96,85.1
400,Nori LLC Pvt Ltd,Distributor,Hyderabad,Telangana,Rohan Parsa,7490392628,lmangal@ahluwalia.biz,4.2,4,60,1.45,94.26
401,"Mander, Chaudhary and Bhatt Pvt Ltd",Manufacturer,Chennai,Tamil Nadu,Fariq Vohra,972104962,sulefiyaz@gopal.com,4.9,11,60,3.84,95.72
402,Badal-Raghavan Pvt Ltd,Distributor,Lucknow,Uttar Pradesh,Girish Lalla,6891983884,smorar@subramaniam.com,4,14,30,2.91,83.85
403,Wason Ltd Pvt Ltd,Importer,Jaipur,Rajasthan,Yagnesh Kothari,6733200121,siya89@brahmbhatt.net,4.4,5,45,4.42,84.99
404,Naik-Baria Pvt Ltd,Local Vendor,Mysuru,Karnataka,Lila Ganguly,9726643650,manbirahuja@nagi.info,2.5,5,30,3.15,88.24
405,Kari-Borra Pvt Ltd,Manufacturer,Bengaluru,Karnataka,Vinaya Khare,4603391787,abadami@tripathi.biz,3.5,13,60,4.36,97.75
406,Khatri and Sons Pvt Ltd,Importer,Jaipur,Rajasthan,Aashi Dass,6654624164,xdayal@bajaj.info,3.9,3,60,3.57,92.29
407,Sodhi Group Pvt Ltd,Local Vendor,New Delhi,Delhi,Rishi Pandya,405189193,cbadami@naidu.com,2.7,2,45,0.19,86.65
408,Sunder-Shenoy Pvt Ltd,Importer,Bengaluru,Karnataka,Tara Johal,2396291354,fchahal@kala-subramaniam.info,2.9,8,30,3.32,91.74
409,Dhingra-Amble Pvt Ltd,Local Vendor,Mysuru,Karnataka,Xavier Hari,6738793576,faris92@bava.biz,4.3,8,30,2.77,89.73
410,Ravi-Khare Pvt Ltd,Importer,Mumbai,Maharashtra,Gaurangi Acharya,3731605045,gautam32@shenoy.com,3,5,60,3.17,94.85
411,Sheth PLC Pvt Ltd,Importer,Hyderabad,Telangana,Wishi Korpal,9363287547,haldersudiksha@pai.biz,3.2,3,15,1.83,91.78
412,"Lall, Chakrabarti and Sandhu Pvt Ltd",Manufacturer,Jaipur,Rajasthan,Yadavi Sani,9441177845,jason76@shankar.com,3.4,8,15,1.4,93.78
413,Chander-Lata Pvt Ltd,Distributor,Noida,Uttar Pradesh,Agastya Minhas,2953168504,bennaksh@doctor.biz,2.7,5,30,2.91,99.39
414,Jayaraman and Sons Pvt Ltd,Importer,Jaipur,Rajasthan,Ayaan Mangal,1979553480,krisha02@nadkarni.com,4.5,9,60,4.04,86.72
415,Bajaj-Parmar Pvt Ltd,Distributor,Hyderabad,Telangana,Urvashi Sura,6604780256,kundaekta@sagar.org,3.4,8,45,0.92,82.79
416,Atwal-Lalla Pvt Ltd,Importer,Jaipur,Rajasthan,Harita Biswas,6597991708,tanaykala@lata.com,3.1,6,15,0.76,94.4
417,Sastry PLC Pvt Ltd,Importer,Bengaluru,Karnataka,Ranbir Ganesh,2154993709,hiral38@varma.info,4.5,8,30,2.54,96.97
418,Lad-Agate Pvt Ltd,Local Vendor,Hyderabad,Telangana,Veda Vora,5853258054,imaransolanki@dugar.org,3.9,5,60,1.41,89.03
419,"Gulati, Rajagopalan and Bir Pvt Ltd",Distributor,Nagpur,Maharashtra,Sanya Sachdev,8969737197,jyotipillay@sehgal.net,2.8,14,60,0.86,99.52
420,"Sethi, Rau and Master Pvt Ltd",Distributor,New Delhi,Delhi,Janani Shroff,6500507866,onveer82@srivastava.biz,2.6,3,60,0.99,96.64
421,Boase PLC Pvt Ltd,Importer,Coimbatore,Tamil Nadu,Wriddhish Bir,340285662,siyakant@palla.com,4.8,14,15,0.48,91.9
422,Sandhu PLC Pvt Ltd,Importer,Hyderabad,Telangana,Oscar Dutta,3198466941,chaudhryvansha@kulkarni-lad.com,3.8,2,60,0.6,84.66
423,Narain and Sons Pvt Ltd,Manufacturer,Lucknow,Uttar Pradesh,Onkar Balay,6600092987,rajeshributala@bail.com,3.9,3,45,3.92,97.67
424,"Ben, Chaudhry and Bali Pvt Ltd",Local Vendor,Indore,Madhya Pradesh,Vincent Vig,6095527355,jpalla@sachar.com,4.1,11,60,0.26,86.9
425,"Manne, Doshi and Rajagopalan Pvt Ltd",Manufacturer,Coimbatore,Tamil Nadu,Ronith Nagar,6072656752,thakkarpooja@shankar.com,3.5,7,30,0.32,90.46
426,Chakrabarti and Sons Pvt Ltd,Manufacturer,Surat,Gujarat,Lipika Varughese,439626541,cganesh@chad.com,3.3,14,45,1.47,97
427,"Sem, Bhavsar and Dayal Pvt Ltd",Distributor,Bengaluru,Karnataka,Fariq Sathe,6689435628,amairamangat@cheema.biz,3.3,13,60,3.51,87.71
428,Pandya Group Pvt Ltd,Distributor,Bhopal,Madhya Pradesh,Imaran Wason,3197780122,dhillonayush@sankar.com,3.6,8,60,3.44,97.44
429,Shere LLC Pvt Ltd,Distributor,Nagpur,Maharashtra,Aarini Manne,3523182322,mugdha69@dar-chaudhry.com,2.7,13,60,0.7,97.15
430,"Dar, Rastogi and Boase Pvt Ltd",Distributor,Lucknow,Uttar Pradesh,Nitara Kumer,1674809428,paljanaki@buch.biz,3,5,15,1.2,90.12
431,"Sengupta, Sane and Nair Pvt Ltd",Importer,Kolkata,West Bengal,Charita Anne,9211732293,anvisolanki@hayer.com,3.4,9,60,2.9,84.2
432,"Trivedi, Patel and Bail Pvt Ltd",Importer,Mumbai,Maharashtra,Zilmil Shenoy,6440153899,zansibabu@sehgal.biz,3.7,9,30,4.33,90.45
433,Sampath-Sama Pvt Ltd,Importer,Hyderabad,Telangana,Rachana Mital,9772352623,sabharwallipika@wason-solanki.info,2.9,6,15,1.35,88.88
434,"Sagar, Pillay and Goyal Pvt Ltd",Distributor,Chennai,Tamil Nadu,Vedhika Pal,200313821,sai87@banik-chaudhry.com,4.1,12,30,1.28,89.29
435,Rana Group Pvt Ltd,Manufacturer,Nagpur,Maharashtra,Hamsini Shankar,1578484662,shivansh63@luthra.info,3.7,4,30,2.75,82.15
436,Joshi-Vaidya Pvt Ltd,Importer,Surat,Gujarat,Zarna Dhar,2654028434,bawaurmi@verma.biz,3.6,8,45,2.12,85.88
437,Bhargava-Chaudhry Pvt Ltd,Manufacturer,Surat,Gujarat,Abeer Tiwari,1310750137,anirudhchaudhari@sampath.com,2.5,12,45,2.57,92.57
438,"Dutta, Minhas and Goel Pvt Ltd",Manufacturer,Surat,Gujarat,Jonathan Mitter,4727217275,keyanair@thaman-pandya.biz,3.7,7,45,2.92,97.33
439,"Sandhu, Badal and Sagar Pvt Ltd",Distributor,Surat,Gujarat,Nitara Anand,9893318126,ahluwaliayoshita@ramaswamy-jani.com,2.9,14,30,4.06,96.34
440,"Kohli, Parmar and Uppal Pvt Ltd",Importer,Noida,Uttar Pradesh,Pranit Dutta,4432643168,bimala31@sarin.info,4.2,13,15,2.98,99.75
441,Srinivasan Group Pvt Ltd,Local Vendor,Surat,Gujarat,George Nair,9251214386,chadhadalaja@om.net,3.5,2,30,1.61,94.7
442,"Devi, Kurian and Raju Pvt Ltd",Importer,Hyderabad,Telangana,Samesh Sarma,346838173,joshuareddy@mutti-tailor.com,3.8,4,30,1.39,90.38
443,Merchant-Keer Pvt Ltd,Importer,Ahmedabad,Gujarat,Manya Gera,1903319595,bhattacharyyaprisha@bajwa.com,4.1,5,45,1.08,97.51
444,Agarwal LLC Pvt Ltd,Importer,Indore,Madhya Pradesh,Warda Handa,6158805658,vsavant@karpe.com,3.2,6,60,3.85,90.38
445,Narayan Inc Pvt Ltd,Local Vendor,Lucknow,Uttar Pradesh,Qushi Atwal,9310914846,gaurangireddy@chandran.net,4.7,10,15,3.92,88.79
446,Devan and Sons Pvt Ltd,Manufacturer,Surat,Gujarat,Bhavika Kulkarni,778618922,pahal19@buch.org,4.7,4,30,4.47,88.1
447,Lad-Krishnan Pvt Ltd,Distributor,Noida,Uttar Pradesh,Ayush Natarajan,4634887535,pnair@misra.info,3.3,13,30,3.53,90.68
448,"Brar, Bahri and Mand Pvt Ltd",Manufacturer,Coimbatore,Tamil Nadu,Nandini Sunder,5418364277,kdeo@deep.com,2.5,6,30,3.45,85
449,"Sen, Nagy and Saraf Pvt Ltd",Manufacturer,Coimbatore,Tamil Nadu,Patrick Khurana,1341119827,parth10@panchal.info,2.8,8,60,1.87,99.18
450,Patla Inc Pvt Ltd,Manufacturer,Bhopal,Madhya Pradesh,Keya Modi,4078139825,karanmanbir@sandal-mane.com,3.8,13,45,4.28,97.88
451,Ray-Kata Pvt Ltd,Manufacturer,Hyderabad,Telangana,Vedant Basak,3848042188,nehasankaran@salvi.info,4.2,12,30,1.1,97.61
452,Verma PLC Pvt Ltd,Manufacturer,Ahmedabad,Gujarat,Robert Varughese,472670128,matthew77@sridhar.biz,3.5,11,45,0.83,96.66
453,Patel-Yohannan Pvt Ltd,Local Vendor,Surat,Gujarat,Avni Nanda,9557540033,patlachaitaly@bassi.com,4.3,11,45,2.01,94.22
454,Khurana-Oommen Pvt Ltd,Local Vendor,Coimbatore,Tamil Nadu,Laban Kurian,236832382,zashil58@choudhury.net,3.4,5,30,4.27,98.34
455,"Choudhary, Kara and Kurian Pvt Ltd",Distributor,Bhopal,Madhya Pradesh,Jeremiah Krishnan,5467162966,rajeshrinayar@kanda-parekh.com,3.1,4,30,3.33,92.5
456,Joshi Inc Pvt Ltd,Importer,Chennai,Tamil Nadu,Ati Arya,7806450096,kamdarrushil@bhattacharyya-kale.com,4.3,14,15,1.75,93.4
457,"Bhattacharyya, Agrawal and Parekh Pvt Ltd",Manufacturer,Hyderabad,Telangana,Geetika Deshmukh,2986567286,umangsarkar@chacko.com,4.2,12,15,0.31,84.06
458,"Chaudhari, Badami and Mittal Pvt Ltd",Manufacturer,Jaipur,Rajasthan,Abdul Ram,9682794474,badaminiharika@buch.com,3.9,9,30,1,94.21
459,"Kibe, Halder and Muni Pvt Ltd",Local Vendor,Pune,Maharashtra,Ishita Kant,9877772880,chaitalysabharwal@nigam.com,4.2,12,45,2.84,94.47
460,Sami Inc Pvt Ltd,Manufacturer,Bhopal,Madhya Pradesh,Damyanti Bava,7280765516,borahojasvi@setty.com,3.2,14,15,2.29,92.84
461,"Anand, Barad and Banik Pvt Ltd",Importer,Ahmedabad,Gujarat,Rushil Patil,9988453027,nehabains@dixit.com,4.3,6,30,0.27,90.84
462,Sodhi-Mohanty Pvt Ltd,Importer,New Delhi,Delhi,Nandini Dara,5095624493,enazareth@deshpande-sidhu.net,3.1,2,15,4.09,96.87
463,Majumdar Inc Pvt Ltd,Manufacturer,Jaipur,Rajasthan,Yashasvi Lal,5235021664,atisaran@raghavan.com,4.4,3,15,4.08,93.47
464,"Mukherjee, Sabharwal and Salvi Pvt Ltd",Importer,Jaipur,Rajasthan,Kashish Sodhi,5953680436,eta52@oza.org,3.7,3,30,3.95,97.17
465,"Johal, Aurora and Chaudhari Pvt Ltd",Local Vendor,Kolkata,West Bengal,Maya Viswanathan,311496013,mandaanay@sharma.biz,4.3,3,15,0.14,84.46
466,Mukhopadhyay-Suresh Pvt Ltd,Importer,Coimbatore,Tamil Nadu,Advaith Dube,5520059052,gaurangrajagopalan@buch.net,4.7,11,45,3.97,83.65
467,Kota-Varghese Pvt Ltd,Manufacturer,Kolkata,West Bengal,Nimrat Butala,2733939093,raksha54@chokshi-brahmbhatt.com,3.5,9,45,3.78,94.28
468,Ratti-Subramanian Pvt Ltd,Distributor,Jaipur,Rajasthan,Vidhi Dhawan,7026505692,zpalla@solanki.com,2.8,13,15,4.42,97.03
469,"Palan, Sanghvi and Koshy Pvt Ltd",Local Vendor,Mysuru,Karnataka,Isaac Divan,6705534618,ykumar@banerjee-manda.com,4.5,12,60,0.9,88.76
470,Swaminathan LLC Pvt Ltd,Distributor,Kolkata,West Bengal,Tanmayi Soni,5131559727,krishnapriya@thaker.org,3.7,9,15,4.01,89.84
471,"Jain, Nair and Shenoy Pvt Ltd",Importer,Mysuru,Karnataka,Hemal Srivastava,7336342121,suhanirout@aurora.com,2.5,12,30,4.4,93.92
472,Dutta-Bobal Pvt Ltd,Local Vendor,Kolkata,West Bengal,Divya Jhaveri,4193290950,miteshnadig@bumb.info,4.2,5,60,1.62,94.04
473,Lall and Sons Pvt Ltd,Manufacturer,Bhopal,Madhya Pradesh,Devansh Choudhry,8794881364,deshpanderajeshri@kakar-patil.com,2.5,4,60,3.85,97.48
474,Nanda-Saran Pvt Ltd,Importer,Mysuru,Karnataka,Samarth Chakraborty,9908450618,tkapadia@devi.org,3.1,6,15,2.33,91.8
475,Suri-Kapoor Pvt Ltd,Distributor,Indore,Madhya Pradesh,Wakeeta Raghavan,9135975068,smangat@morar.net,2.7,9,60,0.49,90.87
476,"Kohli, Sood and Iyer Pvt Ltd",Local Vendor,Kolkata,West Bengal,Alexander Vasa,9733012451,sherechaitanya@mane-raval.net,4.4,2,15,1.88,82.64
477,Som Inc Pvt Ltd,Manufacturer,Hyderabad,Telangana,Onveer Bhardwaj,3827394175,zilmil98@mital-baral.net,4.5,11,45,4.02,92.01
478,Atwal-Dhawan Pvt Ltd,Importer,Jaipur,Rajasthan,Zarna Ghosh,3809660990,abdul67@prabhu.org,4.6,5,60,1.56,95.66
479,"Patel, Jain and Chhabra Pvt Ltd",Importer,Noida,Uttar Pradesh,Karan Gara,5287062549,sanghviira@manda.org,4.3,3,15,3.44,85.95
480,"Bali, Grewal and Kara Pvt Ltd",Importer,Kolkata,West Bengal,Christopher Vala,1017289534,wardakhatri@krishnamurthy.com,3.9,7,15,0.3,84.92
481,Shukla PLC Pvt Ltd,Manufacturer,Coimbatore,Tamil Nadu,Zaid Sathe,7295303408,varsha10@khare.com,3.1,5,30,0.63,97.17
482,Halder Ltd Pvt Ltd,Distributor,New Delhi,Delhi,Samarth Iyengar,3065641521,kulkarniyoshita@mallick.info,4.3,3,60,0.3,93.27
483,Upadhyay PLC Pvt Ltd,Local Vendor,Lucknow,Uttar Pradesh,Netra Handa,4093040024,nikita99@ray.com,3.6,11,30,4.34,82.08
484,Bassi-Khosla Pvt Ltd,Local Vendor,Nagpur,Maharashtra,Benjamin Subramaniam,1031278063,lgolla@gulati.com,4.6,9,30,3.14,85.09
485,Natarajan Group Pvt Ltd,Local Vendor,Chennai,Tamil Nadu,Victor Pant,4618405254,hemanginikrishnan@prasad-roy.biz,4.1,11,45,2.32,88.85
486,"Chowdhury, Bir and Lall Pvt Ltd",Importer,Lucknow,Uttar Pradesh,Daksha Sachar,2666320540,vsolanki@balakrishnan-lal.net,3.5,7,45,2.09,84.37
487,"Aggarwal, Batra and Sridhar Pvt Ltd",Importer,Indore,Madhya Pradesh,Nikita Yadav,3670619081,cpatla@ramanathan-thaker.com,4.3,10,30,0.98,93.11
488,Chaudhari-Borah Pvt Ltd,Distributor,Surat,Gujarat,Laksh Upadhyay,3178944082,tsalvi@sridhar-uppal.com,5,12,30,2.32,94.36
489,Rastogi-Narayanan Pvt Ltd,Importer,Kolkata,West Bengal,Sathvik Dhaliwal,2708797851,xvig@sehgal.net,3.9,11,60,3.07,97.91
490,Khalsa-Upadhyay Pvt Ltd,Local Vendor,Hyderabad,Telangana,Zaid Doctor,223520849,sinhachampak@kaul-koshy.org,4.5,10,15,0.21,84.59
491,"Shroff, Anand and Sanghvi Pvt Ltd",Importer,Mumbai,Maharashtra,Hema Mishra,6953006530,somanbhavani@rai-gara.org,4.4,4,45,3.11,84.61
492,Keer PLC Pvt Ltd,Importer,Nagpur,Maharashtra,Nimrat Balay,4254487495,aarna67@gandhi.com,3,10,15,1.68,90.06
493,Munshi Group Pvt Ltd,Local Vendor,Lucknow,Uttar Pradesh,Lopa Sridhar,1414676512,hsidhu@bawa.net,3.1,14,45,3.15,82.84
494,Luthra PLC Pvt Ltd,Local Vendor,Indore,Madhya Pradesh,Robert Venkatesh,7252214153,amrutakanda@sant-kala.com,4.9,12,45,4.35,82.96
495,Chawla Inc Pvt Ltd,Local Vendor,Ahmedabad,Gujarat,Ishwar Bora,1774241134,aarushkrishna@vora.com,4.6,12,45,3.42,91.73
496,Walia-Mani Pvt Ltd,Distributor,Lucknow,Uttar Pradesh,Omkaar Gade,9400508387,dtoor@chakraborty.net,3.2,4,15,0.92,85.09
497,Prakash LLC Pvt Ltd,Local Vendor,Hyderabad,Telangana,Ronith Thaman,381600877,simonkonda@pathak.com,2.6,6,45,0.67,92.39
498,Bose-Mammen Pvt Ltd,Importer,Ahmedabad,Gujarat,Ekalinga Seshadri,6106950491,kohlijason@balasubramanian.com,3.7,4,15,0.78,87.74
499,Bose-Mahajan Pvt Ltd,Importer,Nagpur,Maharashtra,Vidhi Ramachandran,9099380164,badamisamaksh@setty.info,3.7,11,45,0.42,94.6
500,Sule Inc Pvt Ltd,Distributor,Hyderabad,Telangana,Prisha Bali,3975232727,ptripathi@cherian-gala.com,3.8,14,30,1.93,91.56
